CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore,salaryGroup,AgeGroup,FrequencyGroup,satisfactionLevel
12484,63,Female,Germany,118171,10,10,8,High,Gold,100,high salary,Older Adults,Moderate,high satisfied
12485,27,Female,France,80811,9,7,5,Low,Bronze,94.75,average salary,Young Adults,Low,high satisfied
12486,65,Male,UK,109280,5,5,20,Medium,Silver,100,high salary,Older Adults,High,high satisfied
12487,48,Male,USA,37632,6,7,15,Low,Bronze,93.36,low salary,Middle-aged Adults,High,high satisfied
12488,54,Male,France,69079,2,3,8,Low,Gold,58.99,average salary,Middle-aged Adults,Moderate,low satisfied
12489,40,Male,Canada,59884,10,4,4,Medium,Bronze,100,average salary,Middle-aged Adults,Low,high satisfied
12490,44,Male,USA,89166,10,3,5,High,Gold,100,average salary,Middle-aged Adults,Low,high satisfied
12491,23,Male,Germany,71048,4,8,18,Medium,Bronze,100,average salary,Young Adults,High,high satisfied
12492,43,Male,Canada,50504,2,1,12,Low,Bronze,39.09,average salary,Middle-aged Adults,Moderate,low satisfied
12493,19,Male,UK,45313,5,10,5,Low,Bronze,92.96,low salary,Young Adults,Low,high satisfied
12494,62,Female,UK,40335,2,5,16,High,Gold,70.95,low salary,Older Adults,High,low satisfied
12495,30,Female,France,97705,2,4,13,Medium,Silver,74.96,average salary,Young Adults,Moderate,low satisfied
12496,68,Male,UK,106473,6,8,9,High,Gold,100,high salary,Older Adults,Moderate,high satisfied
12497,67,Male,Germany,31596,3,9,12,High,Gold,85.75,low salary,Older Adults,Moderate,average satisfied
12498,36,Female,France,31351,4,1,2,Low,Gold,42.78,low salary,Middle-aged Adults,Low,low satisfied
12499,18,Female,France,93470,4,10,7,High,Gold,100,average salary,Young Adults,Moderate,high satisfied
12500,57,Female,Germany,86687,6,3,3,High,Gold,79.6,average salary,Older Adults,Low,average satisfied
12501,49,Male,UK,79285,1,7,1,High,Gold,74.89,average salary,Middle-aged Adults,Low,low satisfied
12502,39,Female,Canada,113478,6,7,11,Medium,Silver,100,high salary,Middle-aged Adults,Moderate,high satisfied
12503,65,Male,France,32005,7,3,8,High,Silver,75.63,low salary,Older Adults,Moderate,average satisfied
12504,46,Female,Canada,63730,4,6,8,Medium,Bronze,88.92,average salary,Middle-aged Adults,Moderate,average satisfied
12505,19,Female,Canada,102108,3,6,8,Low,Gold,77.56,high salary,Young Adults,Moderate,average satisfied
12506,57,Male,Canada,110299,1,5,7,High,Bronze,72.45,high salary,Older Adults,Moderate,low satisfied
12507,55,Female,Canada,104180,7,3,20,Medium,Silver,100,high salary,Older Adults,High,high satisfied
12508,65,Male,Germany,117167,7,8,15,Low,Bronze,100,high salary,Older Adults,High,high satisfied
12509,28,Female,USA,87052,8,10,16,Low,Bronze,100,average salary,Young Adults,High,high satisfied
12510,34,Male,UK,66928,1,10,2,Medium,Gold,88.11,average salary,Young Adults,Low,average satisfied
12511,68,Male,USA,66576,4,8,19,Medium,Gold,100,average salary,Older Adults,High,high satisfied
12512,60,Male,USA,80877,10,3,13,High,Bronze,100,average salary,Older Adults,Moderate,high satisfied
12513,25,Female,France,108868,3,1,20,Low,Gold,67.9,high salary,Young Adults,High,low satisfied
12514,39,Male,USA,81802,4,3,19,Medium,Bronze,77.07,average salary,Middle-aged Adults,High,average satisfied
12515,21,Female,USA,74423,6,10,9,Low,Silver,100,average salary,Young Adults,Moderate,high satisfied
12516,28,Female,Germany,109509,9,4,15,High,Silver,98.02,high salary,Young Adults,High,high satisfied
12517,25,Male,Canada,106720,8,2,11,Low,Silver,85.49,high salary,Young Adults,Moderate,average satisfied
12518,26,Male,USA,56632,4,9,15,Medium,Gold,100,average salary,Young Adults,High,high satisfied
12519,43,Female,USA,87180,2,4,19,High,Gold,77.66,average salary,Middle-aged Adults,High,average satisfied
12520,19,Female,France,57394,6,7,6,Medium,Gold,79.46,average salary,Young Adults,Low,average satisfied
12521,33,Male,UK,92293,5,7,8,High,Bronze,94.12,average salary,Young Adults,Moderate,high satisfied
12522,48,Female,France,40051,4,7,14,High,Silver,86.51,low salary,Middle-aged Adults,High,average satisfied
12523,23,Male,UK,68876,5,7,7,Medium,Silver,93.41,average salary,Young Adults,Moderate,high satisfied
12524,38,Male,UK,43288,9,6,10,Medium,Silver,91.6,low salary,Middle-aged Adults,Moderate,high satisfied
12525,43,Male,UK,81660,9,6,9,Low,Bronze,100,average salary,Middle-aged Adults,Moderate,high satisfied
12526,36,Female,Germany,111535,9,10,8,High,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
12527,45,Female,Germany,104881,9,3,3,Low,Gold,88.43,high salary,Middle-aged Adults,Low,average satisfied
12528,25,Female,Canada,76466,3,8,18,Medium,Gold,86.77,average salary,Young Adults,High,average satisfied
12529,31,Female,UK,113598,8,8,5,Medium,Silver,100,high salary,Young Adults,Low,high satisfied
12530,41,Male,Germany,31751,2,7,6,Low,Bronze,59.81,low salary,Middle-aged Adults,Low,low satisfied
12531,65,Female,Germany,44471,1,10,7,High,Silver,78.33,low salary,Older Adults,Moderate,average satisfied
12532,61,Male,USA,33687,10,1,15,High,Silver,96.13,low salary,Older Adults,High,high satisfied
12533,54,Male,UK,106292,6,9,10,Medium,Silver,100,high salary,Middle-aged Adults,Moderate,high satisfied
12534,43,Female,France,69623,5,2,19,High,Silver,74.25,average salary,Middle-aged Adults,High,low satisfied
12535,48,Female,USA,67037,4,9,7,Medium,Silver,100,average salary,Middle-aged Adults,Moderate,high satisfied
12536,68,Female,Germany,57686,5,9,19,Medium,Bronze,100,average salary,Older Adults,High,high satisfied
12537,49,Male,Germany,103069,8,1,3,Low,Gold,77.18,high salary,Middle-aged Adults,Low,average satisfied
12538,67,Female,Germany,87147,8,5,12,Medium,Silver,100,average salary,Older Adults,Moderate,high satisfied
12539,58,Male,Germany,69037,9,4,4,Medium,Silver,98.53,average salary,Older Adults,Low,high satisfied
12540,19,Male,France,56567,4,7,1,Low,Gold,81.45,average salary,Young Adults,Low,average satisfied
12541,42,Female,Canada,107328,8,6,11,Low,Silver,96.83,high salary,Middle-aged Adults,Moderate,high satisfied
12542,69,Female,Canada,77866,6,9,4,Medium,Bronze,100,average salary,Older Adults,Low,high satisfied
12543,61,Female,UK,63919,4,1,16,Medium,Gold,76.8,average salary,Older Adults,High,average satisfied
12544,19,Male,Germany,109766,3,4,19,Low,Silver,58.14,high salary,Young Adults,High,low satisfied
12545,59,Male,UK,106262,4,4,9,Low,Bronze,88.74,high salary,Older Adults,Moderate,average satisfied
12546,18,Female,France,108577,8,2,10,High,Gold,70.04,high salary,Young Adults,Moderate,low satisfied
12547,53,Female,UK,109308,4,8,17,Medium,Bronze,100,high salary,Middle-aged Adults,High,high satisfied
12548,29,Male,Canada,45288,5,5,14,Low,Gold,89.1,low salary,Young Adults,High,average satisfied
12549,26,Female,Canada,88539,10,2,15,Low,Bronze,83.93,average salary,Young Adults,High,average satisfied
12550,53,Female,Canada,83582,6,9,18,High,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
12551,58,Male,UK,108427,9,7,12,Low,Silver,100,high salary,Older Adults,Moderate,high satisfied
12552,45,Male,Germany,50655,4,3,18,High,Silver,67.22,average salary,Middle-aged Adults,High,low satisfied
12553,55,Female,USA,53773,10,5,15,High,Bronze,100,average salary,Older Adults,High,high satisfied
12554,50,Male,Canada,35646,4,10,11,Medium,Silver,100,low salary,Middle-aged Adults,Moderate,high satisfied
12555,59,Female,UK,114645,6,9,3,Medium,Gold,100,high salary,Older Adults,Low,high satisfied
12556,63,Male,USA,38700,8,10,1,High,Bronze,100,low salary,Older Adults,Low,high satisfied
12557,39,Male,Canada,36478,2,5,6,Medium,Bronze,70.3,low salary,Middle-aged Adults,Low,low satisfied
12558,42,Male,Canada,54293,3,9,15,Medium,Silver,78.21,average salary,Middle-aged Adults,High,average satisfied
12559,35,Male,France,62166,7,3,9,Medium,Bronze,84.23,average salary,Middle-aged Adults,Moderate,average satisfied
12560,23,Female,Canada,112610,6,8,20,High,Gold,100,high salary,Young Adults,High,high satisfied
12561,35,Male,USA,51795,9,7,2,Low,Bronze,100,average salary,Middle-aged Adults,Low,high satisfied
12562,69,Female,USA,51523,2,4,2,Medium,Silver,67.23,average salary,Older Adults,Low,low satisfied
12563,33,Male,Germany,105627,10,1,10,Medium,Bronze,84.86,high salary,Young Adults,Moderate,average satisfied
12564,32,Female,USA,118588,4,2,5,High,Bronze,78.34,high salary,Young Adults,Low,average satisfied
12565,65,Male,UK,99163,10,7,8,Medium,Gold,100,average salary,Older Adults,Moderate,high satisfied
12566,25,Male,UK,31580,9,6,2,High,Bronze,67.97,low salary,Young Adults,Low,low satisfied
12567,30,Female,Canada,111198,6,3,4,High,Bronze,74.9,high salary,Young Adults,Low,low satisfied
12568,60,Male,Germany,53060,7,10,20,High,Silver,100,average salary,Older Adults,High,high satisfied
12569,24,Female,Canada,35998,1,3,14,Low,Gold,53.43,low salary,Young Adults,High,low satisfied
12570,34,Female,Germany,55133,7,5,4,Low,Gold,89.94,average salary,Young Adults,Low,average satisfied
12571,67,Male,France,47154,1,6,3,High,Bronze,78.2,low salary,Older Adults,Low,average satisfied
12572,49,Male,Germany,77829,1,4,1,Low,Bronze,54.86,average salary,Middle-aged Adults,Low,low satisfied
12573,39,Female,France,101260,2,6,16,Medium,Gold,84.02,high salary,Middle-aged Adults,High,average satisfied
12574,68,Male,France,78471,7,10,7,High,Bronze,100,average salary,Older Adults,Moderate,high satisfied
12575,30,Male,Canada,65160,6,3,1,Medium,Gold,73.85,average salary,Young Adults,Low,low satisfied
12576,64,Female,UK,46817,7,3,15,Low,Gold,97.43,low salary,Older Adults,High,high satisfied
12577,40,Male,Germany,31171,10,9,16,High,Silver,100,low salary,Middle-aged Adults,High,high satisfied
12578,46,Male,Canada,103184,3,7,15,Medium,Silver,93.61,high salary,Middle-aged Adults,High,high satisfied
12579,39,Male,France,33221,4,10,11,High,Silver,100,low salary,Middle-aged Adults,Moderate,high satisfied
12580,18,Male,France,82604,10,4,9,Medium,Gold,100,average salary,Young Adults,Moderate,high satisfied
12581,46,Male,USA,116388,5,3,5,High,Bronze,83.25,high salary,Middle-aged Adults,Low,average satisfied
12582,65,Female,USA,31049,4,10,9,Low,Silver,100,low salary,Older Adults,Moderate,high satisfied
12583,22,Male,Germany,46683,1,7,7,High,Gold,57.87,low salary,Young Adults,Moderate,low satisfied
12584,52,Male,UK,87607,2,8,5,High,Gold,97.69,average salary,Middle-aged Adults,Low,high satisfied
12585,27,Female,USA,86636,7,9,16,High,Bronze,100,average salary,Young Adults,High,high satisfied
12586,36,Male,France,115770,5,6,11,High,Silver,100,high salary,Middle-aged Adults,Moderate,high satisfied
12587,54,Female,Canada,114711,3,7,9,Medium,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
12588,24,Female,UK,46911,8,5,3,Low,Bronze,85.35,low salary,Young Adults,Low,average satisfied
12589,63,Male,Germany,112792,10,10,19,High,Bronze,100,high salary,Older Adults,High,high satisfied
12590,52,Male,Canada,58611,10,10,10,Medium,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
12591,62,Female,Germany,118778,6,3,9,Medium,Silver,74.73,high salary,Older Adults,Moderate,low satisfied
12592,30,Male,Canada,49209,4,1,13,High,Gold,68.76,low salary,Young Adults,Moderate,low satisfied
12593,27,Female,Canada,74282,1,9,2,Medium,Gold,81.6,average salary,Young Adults,Low,average satisfied
12594,19,Male,UK,115562,8,1,10,Low,Silver,73.21,high salary,Young Adults,Moderate,low satisfied
12595,23,Male,Germany,37644,3,5,13,Low,Silver,60.73,low salary,Young Adults,Moderate,low satisfied
12596,25,Female,USA,89944,2,10,7,High,Silver,99.57,average salary,Young Adults,Moderate,high satisfied
12597,53,Female,Canada,57140,9,6,20,Low,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
12598,42,Female,Canada,116018,3,6,7,Medium,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
12599,61,Female,USA,103167,8,1,13,Low,Silver,91.33,high salary,Older Adults,Moderate,high satisfied
12600,64,Female,UK,65688,4,4,4,High,Bronze,71.24,average salary,Older Adults,Low,low satisfied
12601,57,Female,UK,101239,2,9,5,Low,Bronze,98.43,high salary,Older Adults,Low,high satisfied
12602,24,Female,UK,72267,4,6,19,High,Silver,89.54,average salary,Young Adults,High,average satisfied
12603,63,Female,France,37063,4,10,1,Medium,Silver,100,low salary,Older Adults,Low,high satisfied
12604,40,Female,France,83825,5,7,5,High,Gold,99.78,average salary,Middle-aged Adults,Low,high satisfied
12605,36,Female,UK,37429,3,5,11,High,Bronze,70.84,low salary,Middle-aged Adults,Moderate,low satisfied
12606,63,Male,UK,100418,5,1,3,Medium,Gold,68.56,high salary,Older Adults,Low,low satisfied
12607,39,Male,USA,111981,6,10,12,Medium,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
12608,30,Female,France,73045,3,4,6,Medium,Silver,74.75,average salary,Young Adults,Low,low satisfied
12609,38,Male,Germany,50951,2,8,2,Medium,Silver,81.28,average salary,Middle-aged Adults,Low,average satisfied
12610,18,Female,UK,109142,9,10,16,High,Silver,100,high salary,Young Adults,High,high satisfied
12611,36,Male,UK,92167,8,1,15,Low,Silver,96.64,average salary,Middle-aged Adults,High,high satisfied
12612,50,Male,UK,81638,6,2,12,High,Silver,89.79,average salary,Middle-aged Adults,Moderate,average satisfied
12613,21,Male,Canada,47786,5,1,6,High,Gold,54.23,low salary,Young Adults,Low,low satisfied
12614,59,Male,France,65969,4,3,9,Medium,Bronze,76.29,average salary,Older Adults,Moderate,average satisfied
12615,20,Male,Germany,40850,6,6,14,Low,Gold,85.25,low salary,Young Adults,High,average satisfied
12616,44,Female,Canada,111565,1,1,2,High,Bronze,43.08,high salary,Middle-aged Adults,Low,low satisfied
12617,69,Male,Canada,68182,7,5,10,Medium,Gold,97.37,average salary,Older Adults,Moderate,high satisfied
12618,58,Male,Germany,72903,2,4,16,Low,Gold,92.12,average salary,Older Adults,High,high satisfied
12619,52,Female,Germany,54973,1,5,1,Low,Gold,56.49,average salary,Middle-aged Adults,Low,low satisfied
12620,45,Male,Germany,59711,1,1,18,Medium,Silver,52.32,average salary,Middle-aged Adults,High,low satisfied
12621,23,Male,Germany,84559,2,5,6,High,Gold,47.27,average salary,Young Adults,Low,low satisfied
12622,23,Male,Germany,47843,3,2,10,Low,Silver,42.99,low salary,Young Adults,Moderate,low satisfied
12623,61,Male,UK,68726,3,7,2,Medium,Silver,82.73,average salary,Older Adults,Low,average satisfied
12624,40,Male,Germany,46216,10,8,19,Medium,Gold,100,low salary,Middle-aged Adults,High,high satisfied
12625,50,Male,Germany,39302,9,1,18,Medium,Bronze,79.81,low salary,Middle-aged Adults,High,average satisfied
12626,33,Male,France,93745,8,3,2,Low,Bronze,98.4,average salary,Young Adults,Low,high satisfied
12627,41,Female,UK,37112,1,10,12,High,Silver,82.16,low salary,Middle-aged Adults,Moderate,average satisfied
12628,22,Female,Canada,94489,10,2,18,High,Silver,100,average salary,Young Adults,High,high satisfied
12629,58,Female,UK,105167,10,3,5,High,Bronze,100,high salary,Older Adults,Low,high satisfied
12630,59,Male,USA,59397,5,7,15,High,Bronze,100,average salary,Older Adults,High,high satisfied
12631,30,Male,Germany,40257,5,7,18,Low,Bronze,85.53,low salary,Young Adults,High,average satisfied
12632,64,Female,Canada,74457,7,4,15,Low,Bronze,100,average salary,Older Adults,High,high satisfied
12633,29,Female,USA,54188,7,3,1,Low,Silver,51.14,average salary,Young Adults,Low,low satisfied
12634,22,Female,Canada,70126,8,3,2,High,Bronze,70.87,average salary,Young Adults,Low,low satisfied
12635,54,Male,UK,93597,2,2,3,Medium,Bronze,75.91,average salary,Middle-aged Adults,Low,average satisfied
12636,48,Female,USA,75142,2,9,10,Low,Silver,68.61,average salary,Middle-aged Adults,Moderate,low satisfied
12637,45,Male,Germany,95288,2,2,15,Medium,Bronze,57.05,average salary,Middle-aged Adults,High,low satisfied
12638,45,Female,Germany,75274,9,2,6,High,Silver,95.54,average salary,Middle-aged Adults,Low,high satisfied
12639,47,Female,USA,65809,10,7,15,High,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
12640,35,Male,UK,107448,9,10,18,High,Silver,100,high salary,Middle-aged Adults,High,high satisfied
12641,61,Male,USA,98752,8,10,20,Medium,Bronze,100,average salary,Older Adults,High,high satisfied
12642,44,Male,UK,37940,1,1,16,Medium,Bronze,30.89,low salary,Middle-aged Adults,High,low satisfied
12643,52,Male,Canada,38589,1,8,17,Medium,Gold,85.1,low salary,Middle-aged Adults,High,average satisfied
12644,43,Male,UK,108545,8,8,6,High,Bronze,100,high salary,Middle-aged Adults,Low,high satisfied
12645,56,Male,USA,44999,2,1,10,High,Silver,55.26,low salary,Older Adults,Moderate,low satisfied
12646,66,Female,USA,107256,7,7,3,Low,Gold,100,high salary,Older Adults,Low,high satisfied
12647,68,Male,Canada,92110,1,5,16,Low,Gold,87.95,average salary,Older Adults,High,average satisfied
12648,35,Male,USA,112402,6,10,19,Medium,Silver,100,high salary,Middle-aged Adults,High,high satisfied
12649,50,Male,France,96238,10,8,20,Low,Gold,100,average salary,Middle-aged Adults,High,high satisfied
12650,42,Female,USA,61897,5,3,10,Low,Silver,62.23,average salary,Middle-aged Adults,Moderate,low satisfied
12651,48,Female,France,47919,8,7,7,Medium,Gold,100,low salary,Middle-aged Adults,Moderate,high satisfied
12652,54,Male,USA,83507,8,10,3,Low,Gold,100,average salary,Middle-aged Adults,Low,high satisfied
12653,19,Male,USA,59830,10,1,10,High,Bronze,65.02,average salary,Young Adults,Moderate,low satisfied
12654,50,Male,Canada,70578,3,7,13,High,Silver,91.73,average salary,Middle-aged Adults,Moderate,high satisfied
12655,56,Male,France,58584,3,10,8,Medium,Bronze,100,average salary,Older Adults,Moderate,high satisfied
12656,60,Male,Canada,37902,10,2,4,Low,Bronze,96.4,low salary,Older Adults,Low,high satisfied
12657,60,Male,France,43204,10,1,2,Low,Bronze,82.53,low salary,Older Adults,Low,average satisfied
12658,49,Female,France,80235,8,6,17,Medium,Gold,100,average salary,Middle-aged Adults,High,high satisfied
12659,35,Male,Germany,30845,8,6,17,Medium,Silver,91.71,low salary,Middle-aged Adults,High,high satisfied
12660,34,Male,France,72539,6,3,13,High,Bronze,75.25,average salary,Young Adults,Moderate,average satisfied
12661,51,Male,Canada,79609,1,4,2,Low,Gold,68.9,average salary,Middle-aged Adults,Low,low satisfied
12662,56,Male,Canada,93853,9,10,8,Low,Gold,100,average salary,Older Adults,Moderate,high satisfied
12663,24,Female,UK,108012,8,4,8,Medium,Bronze,99.61,high salary,Young Adults,Moderate,high satisfied
12664,59,Male,USA,117537,7,6,19,Low,Silver,100,high salary,Older Adults,High,high satisfied
12665,52,Female,Germany,99130,1,1,14,High,Silver,46.63,average salary,Middle-aged Adults,High,low satisfied
12666,47,Male,USA,59832,1,2,3,Medium,Bronze,44.43,average salary,Middle-aged Adults,Low,low satisfied
12667,29,Male,Canada,49150,9,9,14,Medium,Gold,100,low salary,Young Adults,High,high satisfied
12668,52,Male,Germany,100322,1,9,4,High,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
12669,28,Female,France,76529,1,3,4,High,Gold,48.27,average salary,Young Adults,Low,low satisfied
12670,61,Female,Canada,40188,6,4,11,High,Silver,97.39,low salary,Older Adults,Moderate,high satisfied
12671,21,Male,Canada,49233,1,5,5,Low,Bronze,64.06,low salary,Young Adults,Low,low satisfied
12672,42,Male,Canada,89597,3,1,7,Medium,Silver,61.87,average salary,Middle-aged Adults,Moderate,low satisfied
12673,65,Male,Canada,68553,2,4,12,High,Silver,62.9,average salary,Older Adults,Moderate,low satisfied
12674,49,Male,Germany,81516,7,4,13,High,Bronze,71.09,average salary,Middle-aged Adults,Moderate,low satisfied
12675,37,Male,USA,42992,4,5,1,Low,Silver,77.36,low salary,Middle-aged Adults,Low,average satisfied
12676,67,Male,USA,95628,5,10,8,Low,Bronze,100,average salary,Older Adults,Moderate,high satisfied
12677,48,Male,France,30523,7,9,4,Medium,Silver,100,low salary,Middle-aged Adults,Low,high satisfied
12678,21,Female,Canada,31339,2,6,1,Medium,Bronze,53.05,low salary,Young Adults,Low,low satisfied
12679,55,Female,Canada,112738,4,5,2,Low,Silver,77.42,high salary,Older Adults,Low,average satisfied
12680,64,Male,USA,94307,9,6,10,Low,Bronze,100,average salary,Older Adults,Moderate,high satisfied
12681,18,Male,France,61798,3,7,3,Low,Gold,77.42,average salary,Young Adults,Low,average satisfied
12682,20,Male,UK,74642,6,6,1,High,Bronze,93.3,average salary,Young Adults,Low,high satisfied
12683,54,Male,Germany,75894,4,3,19,Medium,Silver,86.02,average salary,Middle-aged Adults,High,average satisfied
12684,39,Male,USA,37982,10,8,9,High,Bronze,100,low salary,Middle-aged Adults,Moderate,high satisfied
12685,34,Male,Germany,57608,8,9,2,High,Gold,100,average salary,Young Adults,Low,high satisfied
12686,31,Female,USA,89487,10,7,11,High,Silver,100,average salary,Young Adults,Moderate,high satisfied
12687,58,Female,France,92363,2,10,15,Low,Gold,100,average salary,Older Adults,High,high satisfied
12688,52,Female,Canada,31019,5,7,16,Low,Bronze,91.9,low salary,Middle-aged Adults,High,high satisfied
12689,30,Male,UK,64777,10,1,17,Medium,Bronze,78.77,average salary,Young Adults,High,average satisfied
12690,52,Female,Germany,57704,4,8,14,Medium,Bronze,92.95,average salary,Middle-aged Adults,High,high satisfied
12691,60,Male,UK,94713,9,5,5,Medium,Bronze,100,average salary,Older Adults,Low,high satisfied
12692,19,Female,Canada,75280,7,9,14,High,Bronze,100,average salary,Young Adults,High,high satisfied
12693,64,Male,USA,77688,6,3,5,Low,Bronze,100,average salary,Older Adults,Low,high satisfied
12694,30,Female,France,39634,8,2,19,High,Gold,75.04,low salary,Young Adults,High,average satisfied
12695,68,Male,Canada,94197,3,3,4,High,Silver,71.13,average salary,Older Adults,Low,low satisfied
12696,33,Female,UK,119745,3,2,2,Medium,Silver,57.48,high salary,Young Adults,Low,low satisfied
12697,35,Female,UK,85493,3,5,17,High,Gold,85.64,average salary,Middle-aged Adults,High,average satisfied
12698,24,Female,UK,34035,1,3,7,Medium,Gold,40.99,low salary,Young Adults,Moderate,low satisfied
12699,62,Male,USA,65552,10,8,7,Low,Bronze,100,average salary,Older Adults,Moderate,high satisfied
12700,53,Male,UK,64819,8,3,4,Low,Silver,84.53,average salary,Middle-aged Adults,Low,average satisfied
12701,58,Male,USA,97611,8,10,8,High,Bronze,100,average salary,Older Adults,Moderate,high satisfied
12702,47,Male,UK,48495,7,9,14,Low,Bronze,100,low salary,Middle-aged Adults,High,high satisfied
12703,59,Male,Germany,72123,3,7,20,Low,Bronze,88.91,average salary,Older Adults,High,average satisfied
12704,58,Female,Germany,72153,10,2,14,High,Bronze,100,average salary,Older Adults,High,high satisfied
12705,24,Male,Canada,35363,7,6,6,Low,Gold,85.63,low salary,Young Adults,Low,average satisfied
12706,32,Male,Canada,37589,7,7,14,Medium,Bronze,100,low salary,Young Adults,High,high satisfied
12707,57,Male,France,98881,10,7,3,Low,Bronze,100,average salary,Older Adults,Low,high satisfied
12708,36,Female,UK,52207,7,4,4,Medium,Gold,59.9,average salary,Middle-aged Adults,Low,low satisfied
12709,60,Female,UK,52309,4,6,19,Medium,Gold,88.36,average salary,Older Adults,High,average satisfied
12710,54,Female,USA,34191,5,7,20,High,Bronze,88.03,low salary,Middle-aged Adults,High,average satisfied
12711,19,Male,Canada,115853,5,6,11,Low,Bronze,88.21,high salary,Young Adults,Moderate,average satisfied
12712,59,Male,Germany,95439,4,3,8,Medium,Gold,81.36,average salary,Older Adults,Moderate,average satisfied
12713,65,Female,USA,114565,1,8,1,Medium,Silver,65.3,high salary,Older Adults,Low,low satisfied
12714,30,Male,Germany,47969,2,6,17,Medium,Gold,64.72,low salary,Young Adults,High,low satisfied
12715,57,Male,USA,105460,10,10,8,Low,Silver,100,high salary,Older Adults,Moderate,high satisfied
12716,58,Male,Canada,36122,2,5,13,High,Bronze,67.72,low salary,Older Adults,Moderate,low satisfied
12717,60,Male,UK,60408,5,2,15,Low,Gold,65.55,average salary,Older Adults,High,low satisfied
12718,60,Male,UK,57574,3,2,14,Low,Silver,79.16,average salary,Older Adults,High,average satisfied
12719,48,Female,Canada,49218,2,1,4,Medium,Gold,48.07,low salary,Middle-aged Adults,Low,low satisfied
12720,33,Female,Germany,86043,5,5,18,High,Gold,93.82,average salary,Young Adults,High,high satisfied
12721,59,Female,France,91457,2,4,18,Medium,Silver,88.61,average salary,Older Adults,High,average satisfied
12722,61,Male,France,47053,10,5,12,High,Bronze,100,low salary,Older Adults,Moderate,high satisfied
12723,23,Female,Canada,72990,3,6,17,Medium,Silver,85.06,average salary,Young Adults,High,average satisfied
12724,45,Male,USA,43363,9,4,9,High,Gold,90.94,low salary,Middle-aged Adults,Moderate,high satisfied
12725,49,Female,UK,75559,7,10,17,High,Gold,100,average salary,Middle-aged Adults,High,high satisfied
12726,61,Male,Germany,63607,9,6,16,Low,Silver,100,average salary,Older Adults,High,high satisfied
12727,27,Male,France,59685,7,3,17,Medium,Gold,87.8,average salary,Young Adults,High,average satisfied
12728,67,Female,UK,118988,4,5,1,High,Silver,85,high salary,Older Adults,Low,average satisfied
12729,35,Female,Canada,117019,10,5,4,High,Bronze,97.5,high salary,Middle-aged Adults,Low,high satisfied
12730,21,Female,UK,113964,10,2,3,High,Gold,87.28,high salary,Young Adults,Low,average satisfied
12731,26,Male,France,88000,6,7,5,Medium,Gold,96.18,average salary,Young Adults,Low,high satisfied
12732,24,Female,Germany,77762,1,1,15,High,Gold,51.23,average salary,Young Adults,High,low satisfied
12733,67,Female,USA,98621,1,5,17,High,Bronze,97.11,average salary,Older Adults,High,high satisfied
12734,25,Female,USA,35903,3,10,2,Low,Silver,95.2,low salary,Young Adults,Low,high satisfied
12735,60,Female,UK,73598,5,4,14,Medium,Bronze,91.47,average salary,Older Adults,High,high satisfied
12736,24,Male,USA,108179,6,4,16,High,Bronze,92.24,high salary,Young Adults,High,high satisfied
12737,58,Male,France,99137,10,2,4,Low,Silver,100,average salary,Older Adults,Low,high satisfied
12738,57,Male,Germany,56599,8,2,6,High,Silver,90.19,average salary,Older Adults,Low,high satisfied
12739,20,Female,USA,66574,1,6,20,Low,Bronze,69.46,average salary,Young Adults,High,low satisfied
12740,34,Female,USA,70487,1,5,12,Low,Gold,55.98,average salary,Young Adults,Moderate,low satisfied
12741,19,Female,Canada,107836,10,6,16,Medium,Silver,100,high salary,Young Adults,High,high satisfied
12742,32,Male,USA,55928,4,7,5,Medium,Gold,87.36,average salary,Young Adults,Low,average satisfied
12743,63,Female,USA,57455,3,7,15,High,Silver,100,average salary,Older Adults,High,high satisfied
12744,46,Male,France,102624,1,1,14,Low,Gold,69.73,high salary,Middle-aged Adults,High,low satisfied
12745,67,Female,USA,78757,2,9,14,Low,Bronze,100,average salary,Older Adults,High,high satisfied
12746,65,Male,Canada,47893,7,8,12,High,Bronze,97.75,low salary,Older Adults,Moderate,high satisfied
12747,69,Male,Canada,31862,1,8,2,Low,Silver,56.8,low salary,Older Adults,Low,low satisfied
12748,39,Female,Canada,95687,4,4,10,Low,Silver,82.64,average salary,Middle-aged Adults,Moderate,average satisfied
12749,21,Female,USA,64275,7,1,13,Medium,Gold,81.67,average salary,Young Adults,Moderate,average satisfied
12750,69,Male,UK,36426,8,6,8,High,Bronze,98.28,low salary,Older Adults,Moderate,high satisfied
12751,23,Male,UK,70234,3,7,15,Medium,Silver,95.59,average salary,Young Adults,High,high satisfied
12752,55,Female,France,98233,3,9,10,Medium,Gold,88.86,average salary,Older Adults,Moderate,average satisfied
